"name";"cor";"pval";"p.adj";"species";"genus";"type";"is.sig"
"757";"OTU_3139";-0.0240009543704287;0.917752043387805;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"758";"OTU_4955";-0.10484912005633;0.651047085702421;1;"s__ovatus";"g__Bacteroides";"control";""
"762";"OTU_6302";-0.0229095285383974;0.921480829926849;1;"s__uniformis";"g__Bacteroides";"control";""
"770";"OTU_4082";-0.141010179235032;0.542073510901771;1;"s__massiliensis";"g__Alistipes";"control";""
"771";"OTU_1496";-0.132636436649776;0.566549865387543;1;"s__ovatus";"g__Bacteroides";"control";""
"774";"OTU_2213";-0.0964375954002896;0.677524708422787;1;"s__massiliensis";"g__Alistipes";"control";""
"777";"OTU_1575";-0.0570966847763948;0.805815116942662;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"779";"OTU_3978";-0.20485712882997;0.373041954919837;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"780";"OTU_3605";0.426652278967494;0.0537553280288567;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"784";"OTU_3609";-0.0157323024365631;0.946037397782344;1;"s__faecis";"g__Roseburia";"control";""
"786";"OTU_6801";-0.121074399017934;0.6011215062711;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"790";"OTU_4264";-0.0336364119324072;0.884913636634;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"793";"OTU_2968";-0.062119421801752;0.789088872161107;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"797";"OTU_1788";-0.188526254534868;0.413122096278544;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"801";"OTU_3289";-0.11984212733942;0.604857054514241;1;"s__uniformis";"g__Bacteroides";"control";""
"802";"OTU_5894";-0.134968699617439;0.559684033613125;1;"s__faecis";"g__Roseburia";"control";""
"806";"OTU_7803";0.579393941682572;0.00591333403818162;0.215134124118594;"s__prausnitzii";"g__Faecalibacterium";"control";""
"807";"OTU_4911";0.397279949847683;0.0745345509436608;1;"s__dispar";"g__Veillonella";"control";""
"809";"OTU_4946";0.275715894569643;0.226377505338925;1;"s__adolescentis";"g__Bifidobacterium";"control";""
"811";"OTU_7627";-0.146929791900681;0.525068705830471;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"813";"OTU_4120";-0.0210312085669513;0.927901661539633;1;"s__bromii";"g__Ruminococcus";"control";""
"815";"OTU_6322";0.315846647578493;0.163084834948469;1;"s__faecis";"g__Roseburia";"control";""
"819";"OTU_2132";0.0437116879084032;0.850770295119833;1;"s__indistinctus";"g__Alistipes";"control";""
"821";"OTU_1657";-0.106730301004774;0.645179107245797;1;"s__uniformis";"g__Bacteroides";"control";""
"825";"OTU_1641";-0.25168092139275;0.271088549140042;1;"s__copri";"g__Prevotella";"control";""
"826";"OTU_3589";-0.194920826898619;0.397157338781898;1;"s__uniformis";"g__Bacteroides";"control";""
"830";"OTU_5346";0.130036586971215;0.574246846537797;1;"s__dispar";"g__Veillonella";"control";""
"836";"OTU_2302";0.14840216070895;0.520878488338432;1;"s__faecis";"g__Roseburia";"control";""
"837";"OTU_5459";-0.0470801650770069;0.839409203909671;1;"s__bromii";"g__Ruminococcus";"control";""
"838";"OTU_7624";-0.172752380848626;0.453957743021902;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"843";"OTU_4205";-0.0979484915548792;0.672740593454427;1;"s__massiliensis";"g__Alistipes";"control";""
"844";"OTU_6340";-0.048732987773243;0.833845696629732;1;"s__ovatus";"g__Bacteroides";"control";""
"845";"OTU_4552";-0.0184472576059885;0.93674158871463;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"858";"OTU_8175";-0.148937016597727;0.519360268667558;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"860";"OTU_5909";-0.211920516988795;0.35641849999512;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"862";"OTU_3648";-0.215913404321643;0.347214456783099;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"865";"OTU_2329";-0.156872466245827;0.497084527371522;1;"s__uniformis";"g__Bacteroides";"control";""
"866";"OTU_7937";0.141227354338461;0.541445222869319;1;"s__parvula";"g__Veillonella";"control";""
"868";"OTU_3223";-0.0785401627432273;0.735061208767622;1;"s__uniformis";"g__Bacteroides";"control";""
"869";"OTU_2044";0.399751504121578;0.0725839959575669;1;"s__ovatus";"g__Bacteroides";"control";""
"879";"OTU_2560";-0.0510507412628659;0.826056899337654;1;"s__indistinctus";"g__Alistipes";"control";""
"905";"OTU_2209";-0.0841746517176892;0.716782926069219;1;"s__massiliensis";"g__Alistipes";"control";""
"910";"OTU_5917";-0.1110492649414;0.631783936627865;1;"s__massiliensis";"g__Alistipes";"control";""
"913";"OTU_4786";0.0776701843281426;0.737896023442916;1;"s__fragilis";"g__Bacteroides";"control";""
"917";"OTU_5102";-0.10873895625338;0.638935831582463;1;"s__massiliensis";"g__Alistipes";"control";""
"925";"OTU_6949";-0.14034251439798;0.544007155772578;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"927";"OTU_4440";-0.0484037409362263;0.834953361922993;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"931";"OTU_2875";-0.0395735060962562;0.864766249053213;1;"s__bromii";"g__Ruminococcus";"control";""
"940";"OTU_3346";-0.0931559690911586;0.687956717078965;1;"s__bromii";"g__Ruminococcus";"control";""
"948";"OTU_7182";-0.0181752492602017;0.937672587943206;1;"s__fragilis";"g__Bacteroides";"control";""
"955";"OTU_5580";-0.0550151909548186;0.812771139586965;1;"s__bromii";"g__Ruminococcus";"control";""
"960";"OTU_3455";-0.245179468732488;0.28407381379712;1;"s__prausnitzii";"g__Faecalibacterium";"control";""
"965";"OTU_1668";-0.163530691830144;0.478762335388369;1;"s__uniformis";"g__Bacteroides";"control";""
"968";"OTU_5849";-0.156872466245827;0.497084527371522;1;"s__ovatus";"g__Bacteroides";"control";""
"971";"OTU_1888";-0.212210640674604;0.35574501814919;1;"s__massiliensis";"g__Alistipes";"control";""
"972";"OTU_2929";0.372397264156727;0.0964203015050689;1;"s__dispar";"g__Veillonella";"control";""
"982";"OTU_2066";-0.229802852502251;0.316295427730933;1;"s__bromii";"g__Ruminococcus";"control";""
"989";"OTU_2375";0.0260524665647122;0.910747738157332;1;"s__acidifaciens";"g__Bacteroides";"control";""
"992";"OTU_3939";-0.274399758995732;0.228692171954321;1;"s__copri";"g__Prevotella";"control";""
"994";"OTU_3039";0.0831414379486873;0.720123865036796;1;"s__ovatus";"g__Bacteroides";"control";""
"21";"OTU_16";0.821315607575652;9.58504163108831e-05;0.00958504163108831;"s__bromii";"g__Ruminococcus";"AIH";"**"
"32";"OTU_56";0.77018604172259;0.00048214443881589;0.0267858021564383;"s__prausnitzii";"g__Faecalibacterium";"AIH";"*"
"41";"OTU_19";-0.174563940916397;0.517884944863846;1;"s__plebeius";"g__Bacteroides";"AIH";""
"61";"OTU_2787";0.132702169528787;0.624185573318681;1;"s__copri";"g__Prevotella";"AIH";""
"112";"OTU_2";-0.153380818649335;0.570626470768129;1;"s__copri";"g__Prevotella";"AIH";""
"121";"OTU_13";0.169510656468482;0.530259750404418;1;"s__ovatus";"g__Bacteroides";"AIH";""
"181";"OTU_44";0.348858358831531;0.185401508013028;1;"s__caccae";"g__Bacteroides";"AIH";""
"252";"OTU_55";-0.0472114558777375;0.862162016198587;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"271";"OTU_14";0.181455142364126;0.501226415316609;1;"s__dispar";"g__Veillonella";"AIH";""
"301";"OTU_1553";0.154557263410313;0.567638962186284;1;"s__copri";"g__Prevotella";"AIH";""
"311";"OTU_60";0.0962397285777581;0.72292187570361;1;"s__copri";"g__Prevotella";"AIH";""
"351";"OTU_63";-0.0451164320068551;0.868227763529271;1;"s__torques";"g__[Ruminococcus]";"AIH";""
"421";"OTU_69";0.0826324147519965;0.760946389624742;1;"s__aerofaciens";"g__Collinsella";"AIH";""
"432";"OTU_71";-0.0829671018923012;0.760004568900826;1;"s__saccharogumia";"g__Clostridium";"AIH";""
"461";"OTU_648";0.670527606233967;0.00447214929975059;0.124226369437516;"s__callidus";"g__Ruminococcus";"AIH";""
"472";"OTU_75";0.0127986742439211;0.962478681380581;1;"s__celatum";"g__Clostridium";"AIH";""
"531";"OTU_83";0.102306325802342;0.70615756467922;1;"s__eggerthii";"g__Bacteroides";"AIH";""
"551";"OTU_5278";-0.0179434710314705;0.947412536875805;1;"s__hathewayi";"g__Clostridium";"AIH";""
"563";"OTU_85";-0.0186420530984581;0.945367973383772;1;"s__ovatus";"g__Bacteroides";"AIH";""
"601";"OTU_90";-0.0480499445531421;0.859736333163487;1;"s__gnavus";"g__[Ruminococcus]";"AIH";""
"661";"OTU_96";0.0521595027293337;0.847865069118037;1;"s__stercorea";"g__Prevotella";"AIH";""
"761";"OTU_8";-0.154258534712984;0.568396934859356;1;"s__muciniphila";"g__Akkermansia";"AIH";""
"772";"OTU_110";-0.255026628277222;0.340463858958872;1;"s__indistinctus";"g__Alistipes";"AIH";""
"781";"OTU_111";-0.00670951471061853;0.980325333291792;1;"s__obeum";"g__Blautia";"AIH";""
"851";"OTU_3013";-0.215638932683213;0.422500342778039;1;"s__copri";"g__Prevotella";"AIH";""
"1031";"OTU_5";0.0847577279338104;0.754971084076165;1;"s__uniformis";"g__Bacteroides";"AIH";""
"1041";"OTU_9";0.128050940350175;0.636492381976207;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"1111";"OTU_943";0.0469146397742511;0.86302096014357;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"1141";"OTU_15";-0.033728905892405;0.901310704026284;1;"s__caccae";"g__Bacteroides";"AIH";""
"1201";"OTU_605";-0.131677344007068;0.6268893391636;1;"s__gordonii";"g__Parabacteroides";"AIH";""
"1221";"OTU_18";-0.115951957738293;0.668918886699218;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"1251";"OTU_1983";-0.25230176763995;0.345825430756511;1;"s__bromii";"g__Ruminococcus";"AIH";""
"1271";"OTU_21";-0.176462051254506;0.513271304102622;1;"s__gnavus";"g__[Ruminococcus]";"AIH";""
"1301";"OTU_150";-0.202847257823276;0.451175268240105;1;"s__eutactus";"g__Coprococcus";"AIH";""
"1351";"OTU_152";0.366048392815867;0.163201981578364;1;"s__ruminis";"g__Lactobacillus";"AIH";""
"1381";"OTU_5002";-0.220417740201781;0.412037185539752;1;"s__copri";"g__Prevotella";"AIH";""
"1411";"OTU_34";-0.111493586977077;0.681011158474774;1;"s__coli";"g__Escherichia";"AIH";""
"1421";"OTU_1839";-0.239471119356148;0.371706467049263;1;"s__copri";"g__Prevotella";"AIH";""
"1441";"OTU_6481";0.0543146329747807;0.841651627772815;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"1541";"OTU_133";-0.0138738065847151;0.959329094735909;1;"s__formicigenerans";"g__Dorea";"AIH";""
"1571";"OTU_29";0.151317314798753;0.575882606009511;1;"s__parainfluenzae";"g__Haemophilus";"AIH";""
"1581";"OTU_1855";-0.000558536482631425;0.998362027333163;1;"s__uniformis";"g__Bacteroides";"AIH";""
"1751";"OTU_8149";-0.172053988652716;0.524014847351619;1;"s__muciniphila";"g__Akkermansia";"AIH";""
"1781";"OTU_332";-0.0370350660357743;0.891687653835501;1;"s__citroniae";"g__Clostridium";"AIH";""
"1831";"OTU_191";0.753345395523245;0.000753292690432783;0.0376646345216392;"s__lividum";"g__Janthinobacterium";"AIH";"*"
"1841";"OTU_389";0.418201524966729;0.1069601237943;1;"s__faecis";"g__Roseburia";"AIH";""
"1901";"OTU_5404";0.135535844134901;0.616733023008241;1;"s__caccae";"g__Bacteroides";"AIH";""
"1911";"OTU_1201";-0.239531220305523;0.371582812626195;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"1921";"OTU_2368";0.039694633676446;0.883956812743542;1;"s__ovatus";"g__Bacteroides";"AIH";""
"1941";"OTU_1802";-0.0215032769954992;0.93699739742153;1;"s__ruminantium";"g__Clostridium";"AIH";""
"1951";"OTU_199";0.262773903909328;0.325480528916068;1;"s__pullicaecorum";"g__Butyricicoccus";"AIH";""
"1971";"OTU_1981";-0.0848162391420753;0.754806762586713;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"1991";"OTU_8163";0.350482201589022;0.183223962090559;1;"s__uniformis";"g__Bacteroides";"AIH";""
"2021";"OTU_26";-0.141781233016501;0.600431766598408;1;"s__indistinctus";"g__Alistipes";"AIH";""
"2051";"OTU_6495";-0.0499345864024452;0.854288529315278;1;"s__ovatus";"g__Bacteroides";"AIH";""
"2071";"OTU_2441";-0.202849899127308;0.451169248406666;1;"s__copri";"g__Prevotella";"AIH";""
"2111";"OTU_3313";-0.055184567004771;0.83914598605897;1;"s__ovatus";"g__Bacteroides";"AIH";""
"2141";"OTU_214";0.263698329963965;0.323718533902912;1;"s__colinum";"g__Clostridium";"AIH";""
"2171";"OTU_208";-0.229720877740863;0.392065408386074;1;"s__biforme";"g__[Eubacterium]";"AIH";""
"2211";"OTU_221";0.0538743083010409;0.842920424801167;1;"s__reuteri";"g__Lactobacillus";"AIH";""
"2281";"OTU_228";0.736270529002689;0.00114496929980135;0.0440372807615902;"s__indistinctus";"g__Alistipes";"AIH";"*"
"2411";"OTU_244";-0.264009176823091;0.323127289011616;1;"s__formigenes";"g__Oxalobacter";"AIH";""
"2471";"OTU_448";0.0492086733861931;0.856386158393981;1;"s__pullicaecorum";"g__Butyricicoccus";"AIH";""
"2501";"OTU_251";-0.0228056541499799;0.93318926097421;1;"s__catus";"g__Coprococcus";"AIH";""
"2511";"OTU_253";-0.141095256633735;0.602213768685903;1;"s__veronii";"g__Pseudomonas";"AIH";""
"2531";"OTU_971";0.210995017100932;0.432799019872447;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"2681";"OTU_269";-0.138706838200978;0.608434740126525;1;"s__perfringens";"g__Clostridium";"AIH";""
"2721";"OTU_270";-0.0176701801228925;0.948212470898198;1;"s__anginosus";"g__Streptococcus";"AIH";""
"2751";"OTU_1109";-0.156138806841037;0.563633249095141;1;"s__copri";"g__Prevotella";"AIH";""
"2841";"OTU_6809";-0.143765964834945;0.595287885329098;1;"s__ovatus";"g__Bacteroides";"AIH";""
"2881";"OTU_940";-0.239306814209614;0.372044631553517;1;"s__bromii";"g__Ruminococcus";"AIH";""
"2981";"OTU_1334";0.0250932479204367;0.926503695973487;1;"s__ovatus";"g__Bacteroides";"AIH";""
"2991";"OTU_8058";-0.0636879147406285;0.814733696484764;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"3031";"OTU_1913";-0.23527166577088;0.380402586703373;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"3061";"OTU_3269";-0.128461900771127;0.635401356810288;1;"s__copri";"g__Prevotella";"AIH";""
"3191";"OTU_1401";0.119227290897767;0.660083478278957;1;"s__dispar";"g__Veillonella";"AIH";""
"3201";"OTU_2696";-0.136126034226656;0.615185198658184;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"3281";"OTU_320";-0.0259809211854802;0.923910660492857;1;"s__producta";"g__Blautia";"AIH";""
"3311";"OTU_5602";0.362539699424992;0.167581113265659;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"3341";"OTU_7925";-0.0424201989345887;0.876044305979634;1;"s__caccae";"g__Bacteroides";"AIH";""
"3361";"OTU_6289";0.240435366773682;0.369725316445978;1;"s__parvula";"g__Veillonella";"AIH";""
"3381";"OTU_2769";0.0752415561098429;0.781822598309242;1;"s__uniformis";"g__Bacteroides";"AIH";""
"3401";"OTU_5422";-0.0128148715050996;0.962431227739091;1;"s__massiliensis";"g__Alistipes";"AIH";""
"3411";"OTU_6194";0.053950811721668;0.842699953852281;1;"s__massiliensis";"g__Alistipes";"AIH";""
"3491";"OTU_6771";0.152820949853113;0.572050554395213;1;"s__ovatus";"g__Bacteroides";"AIH";""
"3571";"OTU_2904";-0.23139738081907;0.388522777738444;1;"s__copri";"g__Prevotella";"AIH";""
"3621";"OTU_347";-0.236476712758389;0.377895934899286;1;"s__schaedleri";"g__Mucispirillum";"AIH";""
"3631";"OTU_348";0.225513528711049;0.401032165914013;1;"s__lenta";"g__Eggerthella";"AIH";""
"3671";"OTU_2785";0.112657244648174;0.677847844671193;1;"s__dispar";"g__Veillonella";"AIH";""
"3701";"OTU_1996";-0.0613938138552934;0.821305048158325;1;"s__acidifaciens";"g__Bacteroides";"AIH";""
"3711";"OTU_355";0.0419624881477199;0.877372323469154;1;"s__methylpentosum";"g__Clostridium";"AIH";""
"3721";"OTU_4209";-0.106680355942858;0.694148064329887;1;"s__massiliensis";"g__Alistipes";"AIH";""
"3851";"OTU_3270";0.052859556680341;0.845845809747651;1;"s__massiliensis";"g__Alistipes";"AIH";""
"3911";"OTU_1907";0.131340207214956;0.627779773033938;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"3961";"OTU_5951";-0.00606323697185191;0.982220154343824;1;"s__faecis";"g__Roseburia";"AIH";""
"3991";"OTU_2414";0.0799577471009181;0.768484202555261;1;"s__faecis";"g__Roseburia";"AIH";""
"4031";"OTU_4926";0.112495905097275;0.678286134119778;1;"s__obeum";"g__Blautia";"AIH";""
"4051";"OTU_6848";-0.104298212417964;0.700680312902622;1;"s__faecis";"g__Roseburia";"AIH";""
"4121";"OTU_1603";0.103167306695195;0.70378837910773;1;"s__faecis";"g__Roseburia";"AIH";""
"4131";"OTU_3849";0.588032857917777;0.0165862167151989;0.385725970120904;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4141";"OTU_3111";-0.197963645994533;0.462374289666869;1;"s__massiliensis";"g__Alistipes";"AIH";""
"4161";"OTU_6703";-0.287612144372791;0.280071755649723;1;"s__bromii";"g__Ruminococcus";"AIH";""
"4231";"OTU_4036";NA;NA;NA;"s__massiliensis";"g__Alistipes";"AIH";""
"4311";"OTU_852";-0.0619407642101707;0.819737304765899;1;"s__copri";"g__Prevotella";"AIH";""
"4341";"OTU_1619";-0.171783191685516;0.524678165731552;1;"s__bromii";"g__Ruminococcus";"AIH";""
"4391";"OTU_3246";0.233051876209747;0.385043692760633;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4401";"OTU_4563";0.0907855452642978;0.738095611801091;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4411";"OTU_5502";-0.19587925390367;0.467195724086292;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4441";"OTU_851";0.0304879849052839;0.910756395414322;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4491";"OTU_433";0.0565934348626556;0.835091151334448;1;"s__mucilaginosa";"g__Rothia";"AIH";""
"4511";"OTU_4433";-0.0337761567814084;0.901173079736683;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4561";"OTU_8052";-0.114971881067188;0.671570699993914;1;"s__aerofaciens";"g__Collinsella";"AIH";""
"4591";"OTU_3405";-0.0163807703984484;0.951987241133409;1;"s__ovatus";"g__Bacteroides";"AIH";""
"4601";"OTU_4848";0.0782356432143677;0.773347832001332;1;"s__indistinctus";"g__Alistipes";"AIH";""
"4641";"OTU_3884";-0.010345682306317;0.96966656796464;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"4691";"OTU_653";0.144072068683278;0.594496141062663;1;"s__ovatus";"g__Bacteroides";"AIH";""
"4711";"OTU_1146";0.0139352119515008;0.95914922509446;1;"s__uniformis";"g__Bacteroides";"AIH";""
"4741";"OTU_458";0.289676805975975;0.276479037774758;1;"s__gnavus";"g__[Ruminococcus]";"AIH";""
"4771";"OTU_703";0.250971155617797;0.3484608617006;1;"s__dispar";"g__Veillonella";"AIH";""
"4791";"OTU_2301";-0.106234635660484;0.695368788212562;1;"s__muciniphila";"g__Akkermansia";"AIH";""
"4821";"OTU_4671";-0.0538692398305112;0.842935031730658;1;"s__ovatus";"g__Bacteroides";"AIH";""
"4881";"OTU_4260";0.195169689726765;0.468842652931745;1;"s__adolescentis";"g__Bifidobacterium";"AIH";""
"4951";"OTU_3407";-0.0906749934394056;0.738404130780006;1;"s__fragilis";"g__Bacteroides";"AIH";""
"4981";"OTU_4637";-0.209191552184933;0.436832970857283;1;"s__adolescentis";"g__Bifidobacterium";"AIH";""
"5011";"OTU_1719";0.05649114034824;0.835385433306421;1;"s__copri";"g__Prevotella";"AIH";""
"5021";"OTU_4017";-0.106176501691277;0.695528055381605;1;"s__massiliensis";"g__Alistipes";"AIH";""
"5061";"OTU_2865";0.614381484763431;0.0113347432381166;0.290634442002989;"s__uniformis";"g__Bacteroides";"AIH";""
"5081";"OTU_1104";-0.177587195178784;0.510545481418078;1;"s__pullicaecorum";"g__Butyricicoccus";"AIH";""
"5181";"OTU_2159";-0.214684618671509;0.424606215152417;1;"s__copri";"g__Prevotella";"AIH";""
"5191";"OTU_3522";-0.156489230001815;0.562747342569399;1;"s__indistinctus";"g__Alistipes";"AIH";""
"5261";"OTU_7328";-0.190532160085613;0.479676398893268;1;"s__pseudolongum";"g__Bifidobacterium";"AIH";""
"5301";"OTU_8028";0.200580847245369;0.456355522047247;1;"s__ovatus";"g__Bacteroides";"AIH";""
"5361";"OTU_3236";-0.169467127220091;0.530366923511976;1;"s__ovatus";"g__Bacteroides";"AIH";""
"5371";"OTU_6073";-0.162857067794394;0.546753833871553;1;"s__copri";"g__Prevotella";"AIH";""
"5391";"OTU_4677";0.0814339887336602;0.764321373298057;1;"s__ovatus";"g__Bacteroides";"AIH";""
"5411";"OTU_529";-0.013085224561566;0.961639183188958;1;"s__gnavus";"g__[Ruminococcus]";"AIH";""
"5591";"OTU_2936";-0.161313050906124;0.550613361418128;1;"s__caccae";"g__Bacteroides";"AIH";""
"5601";"OTU_2420";-0.158787254826386;0.556952545139807;1;"s__prausnitzii";"g__Faecalibacterium";"AIH";""
"5611";"OTU_5850";-0.332700127066418;0.20799577443106;1;"s__copri";"g__Prevotella";"AIH";""
"5621";"OTU_1956";-0.0391415256410629;0.885563803311038;1;"s__caccae";"g__Bacteroides";"AIH";""
"5651";"OTU_4627";-0.174738093749321;0.517460848263435;1;"s__uniformis";"g__Bacteroides";"AIH";""
"5671";"OTU_2924";-0.0535297201597099;0.843913609530599;1;"s__bromii";"g__Ruminococcus";"AIH";""
"5681";"OTU_1155";-0.217101654423645;0.41928315046627;1;"s__hathewayi";"g__Clostridium";"AIH";""
"5701";"OTU_7035";0.091033642572329;0.737403378593497;1;"s__ovatus";"g__Bacteroides";"AIH";""
